order_date,daily_revenue,daily_order_count,revenue_rolling_7d,revenue_rolling_30d,avg_daily_revenue_7d,avg_daily_revenue_30d
2025-07-09,27286.020000000000000000,51,250779.060000000000000000,1214268.060000000000000000,35825.58,40475.60
2025-07-10,34384.430000000000000000,65,238374.510000000000000000,1200589.480000000000000000,34053.50,40019.65
2025-07-11,25817.760000000000000000,50,229120.390000000000000000,1174543.700000000000000000,32731.48,39151.46
2025-07-12,43563.250000000000000000,63,245784.750000000000000000,1176029.160000000000000000,35112.11,39200.97
2025-07-13,43230.710000000000000000,74,244307.270000000000000000,1184060.330000000000000000,34901.04,39468.68
2025-07-14,28806.300000000000000000,58,231630.820000000000000000,1173127.790000000000000000,33090.12,39104.26
2025-07-15,35341.340000000000000000,52,238429.810000000000000000,1163368.670000000000000000,34061.40,38778.96
2025-07-16,34786.420000000000000000,53,245930.210000000000000000,1154902.590000000000000000,35132.89,38496.75
2025-07-17,45417.610000000000000000,70,256963.390000000000000000,1150974.840000000000000000,36709.06,38365.83
2025-07-18,36212.970000000000000000,69,267358.600000000000000000,1145364.480000000000000000,38194.09,38178.82
2025-07-19,50572.390000000000000000,75,274367.740000000000000000,1146117.430000000000000000,39195.39,38203.91
2025-07-20,53658.440000000000000000,70,284795.470000000000000000,1157580.290000000000000000,40685.07,38586.01
2025-07-21,48507.650000000000000000,75,304496.820000000000000000,1153719.720000000000000000,43499.55,38457.32
2025-07-22,30128.890000000000000000,56,299284.370000000000000000,1136664.360000000000000000,42754.91,37888.81
2025-07-23,50513.420000000000000000,74,315011.370000000000000000,1137328.730000000000000000,45001.62,37910.96
2025-07-24,37527.490000000000000000,63,307121.250000000000000000,1136160.340000000000000000,43874.46,37872.01
2025-07-25,43788.220000000000000000,71,314696.500000000000000000,1143066.590000000000000000,44956.64,38102.22
2025-07-26,51751.780000000000000000,83,315875.890000000000000000,1158590.380000000000000000,45125.13,38619.68
2025-07-27,42732.370000000000000000,65,304949.820000000000000000,1160398.920000000000000000,43564.26,38679.96
2025-07-28,36509.180000000000000000,59,292951.350000000000000000,1154807.250000000000000000,41850.19,38493.58
2025-07-29,46235.450000000000000000,66,309057.910000000000000000,1169563.760000000000000000,44151.13,38985.46
2025-07-30,46228.970000000000000000,71,304773.460000000000000000,1186182.040000000000000000,43539.07,39539.40
2025-07-31,29687.420000000000000000,49,296933.390000000000000000,1186170.530000000000000000,42419.06,39539.02
2025-08-01,23995.490000000000000000,41,277140.660000000000000000,1170177.010000000000000000,39591.52,39005.90
2025-08-02,46188.440000000000000000,70,271577.320000000000000000,1169576.470000000000000000,38796.76,38985.88
2025-08-03,44253.160000000000000000,73,273098.110000000000000000,1178757.750000000000000000,39014.02,39291.93
2025-08-04,34734.700000000000000000,59,271323.630000000000000000,1186593.560000000000000000,38760.52,39553.12
2025-08-05,41284.330000000000000000,58,266372.510000000000000000,1183169.700000000000000000,38053.22,39438.99
2025-08-06,28611.220000000000000000,56,248754.760000000000000000,1170298.170000000000000000,35536.39,39009.94
2025-08-07,30159.960000000000000000,57,249227.300000000000000000,1171915.780000000000000000,35603.90,39063.86
2025-08-08,37844.360000000000000000,58,263076.170000000000000000,1182474.120000000000000000,37582.31,39415.80
2025-08-09,44741.130000000000000000,79,261628.860000000000000000,1192830.820000000000000000,37375.55,39761.03
2025-08-10,35892.700000000000000000,59,253268.400000000000000000,1202905.760000000000000000,36181.20,40096.86
2025-08-11,45852.900000000000000000,68,264386.600000000000000000,1205195.410000000000000000,37769.51,40173.18
2025-08-12,44307.950000000000000000,61,267410.220000000000000000,1206272.650000000000000000,38201.46,40209.09
2025-08-13,37615.100000000000000000,63,276414.100000000000000000,1215081.450000000000000000,39487.73,40502.72
2025-08-14,41622.900000000000000000,62,287877.040000000000000000,1221363.010000000000000000,41125.29,40712.10
2025-08-15,44457.820000000000000000,68,294490.500000000000000000,1231034.410000000000000000,42070.07,41034.48
2025-08-16,50625.500000000000000000,75,300374.870000000000000000,1236242.300000000000000000,42910.70,41208.08
2025-08-17,39913.200000000000000000,71,304395.370000000000000000,1239942.530000000000000000,43485.05,41331.42
2025-08-18,38657.960000000000000000,62,297200.430000000000000000,1228028.100000000000000000,42457.20,40934.27
2025-08-19,43862.170000000000000000,72,296754.650000000000000000,1218231.830000000000000000,42393.52,40607.73
2025-08-20,52582.470000000000000000,68,311722.020000000000000000,1222306.650000000000000000,44531.72,40743.56
2025-08-21,39750.110000000000000000,63,309849.230000000000000000,1231927.870000000000000000,44264.18,41064.26
2025-08-22,45805.290000000000000000,69,311196.700000000000000000,1227219.740000000000000000,44456.67,40907.32
2025-08-23,37815.540000000000000000,60,298386.740000000000000000,1227507.790000000000000000,42626.68,40916.93
2025-08-24,35166.800000000000000000,66,293640.340000000000000000,1218886.370000000000000000,41948.62,40629.55
2025-08-25,41019.380000000000000000,73,296001.760000000000000000,1208153.970000000000000000,42285.97,40271.80
2025-08-26,46887.050000000000000000,76,299026.640000000000000000,1212308.650000000000000000,42718.09,40410.29
2025-08-27,37314.200000000000000000,65,283758.370000000000000000,1213113.670000000000000000,40536.91,40437.12
2025-08-28,37465.790000000000000000,64,281474.050000000000000000,1204344.010000000000000000,40210.58,40144.80
2025-08-29,37614.370000000000000000,61,273283.130000000000000000,1195729.410000000000000000,39040.45,39857.65
2025-08-30,44869.400000000000000000,64,280336.990000000000000000,1210911.390000000000000000,40048.14,40363.71
2025-08-31,34054.270000000000000000,65,279224.460000000000000000,1220970.170000000000000000,39889.21,40699.01
2025-09-01,36433.380000000000000000,67,274638.460000000000000000,1211215.110000000000000000,39234.07,40373.84
2025-09-02,48192.820000000000000000,58,275944.230000000000000000,1215154.770000000000000000,39420.60,40505.16
2025-09-03,45536.690000000000000000,77,284166.720000000000000000,1225956.760000000000000000,40595.25,40865.23
2025-09-04,29486.400000000000000000,54,276187.330000000000000000,1214158.830000000000000000,39455.33,40471.96
2025-09-05,50530.900000000000000000,79,289103.860000000000000000,1236078.510000000000000000,41300.55,41202.62
2025-09-06,47519.210000000000000000,73,291753.670000000000000000,1253437.760000000000000000,41679.10,41781.26
2025-09-07,28114.160000000000000000,50,285813.560000000000000000,1243707.560000000000000000,40830.51,41456.92
2025-09-08,49686.240000000000000000,67,299066.420000000000000000,1248652.670000000000000000,42723.77,41621.76
2025-09-09,44650.810000000000000000,60,295524.410000000000000000,1257410.780000000000000000,42217.77,41913.69
2025-09-10,53516.350000000000000000,74,303504.070000000000000000,1265074.230000000000000000,43357.72,42169.14
2025-09-11,47186.370000000000000000,71,321204.040000000000000000,1267952.650000000000000000,45886.29,42265.09
2025-09-12,39508.300000000000000000,67,310181.440000000000000000,1269845.850000000000000000,44311.63,42328.20
2025-09-13,43826.700000000000000000,61,306488.930000000000000000,1272049.650000000000000000,43784.13,42401.66
2025-09-14,33617.210000000000000000,57,311991.980000000000000000,1261209.040000000000000000,44570.28,42040.30
2025-09-15,44154.240000000000000000,70,306459.980000000000000000,1254737.780000000000000000,43780.00,41824.59
2025-09-16,32834.500000000000000000,70,294643.670000000000000000,1247659.080000000000000000,42091.95,41588.64
2025-09-17,45896.880000000000000000,66,287024.200000000000000000,1254898.000000000000000000,41003.46,41829.93
2025-09-18,46744.960000000000000000,65,286582.790000000000000000,1257780.790000000000000000,40940.40,41926.03
2025-09-19,40519.940000000000000000,63,287594.430000000000000000,1245718.260000000000000000,41084.92,41523.94
2025-09-20,40038.900000000000000000,60,283806.630000000000000000,1246007.050000000000000000,40543.80,41533.57
2025-09-21,34223.320000000000000000,58,284412.740000000000000000,1234425.080000000000000000,40630.39,41147.50
2025-09-22,38515.540000000000000000,68,278774.040000000000000000,1235125.080000000000000000,39824.86,41170.84
2025-09-23,41212.330000000000000000,62,287151.870000000000000000,1241170.610000000000000000,41021.70,41372.35
2025-09-24,56683.060000000000000000,77,297938.050000000000000000,1256834.290000000000000000,42562.58,41894.48
2025-09-25,40934.640000000000000000,64,292127.730000000000000000,1250881.880000000000000000,41732.53,41696.06
2025-09-26,39397.120000000000000000,51,291004.910000000000000000,1252964.800000000000000000,41572.13,41765.49
2025-09-27,53783.010000000000000000,80,304749.020000000000000000,1269282.020000000000000000,43535.57,42309.40
2025-09-28,41945.270000000000000000,66,312470.970000000000000000,1273612.920000000000000000,44638.71,42453.76
2025-09-29,53083.560000000000000000,79,327038.990000000000000000,1281827.080000000000000000,46719.86,42727.57
2025-09-30,35674.200000000000000000,59,321500.860000000000000000,1283447.010000000000000000,45928.69,42781.57
2025-10-01,49186.670000000000000000,77,314004.470000000000000000,1296200.300000000000000000,44857.78,43206.68
2025-10-02,42069.240000000000000000,60,315139.070000000000000000,1290076.720000000000000000,45019.87,43002.56
2025-10-03,43067.000000000000000000,69,318808.950000000000000000,1287607.030000000000000000,45544.14,42920.23
2025-10-04,33133.550000000000000000,60,298159.490000000000000000,1291254.180000000000000000,42594.21,43041.81
2025-10-05,40765.130000000000000000,69,296979.350000000000000000,1281488.410000000000000000,42425.62,42716.28
2025-10-06,39604.760000000000000000,62,283500.550000000000000000,1273573.960000000000000000,40500.08,42452.47
2025-10-07,36063.590000000000000000,63,283889.940000000000000000,1281523.390000000000000000,40555.71,42717.45
2025-10-08,44851.390000000000000000,71,279554.660000000000000000,1276688.540000000000000000,39936.38,42556.28
2025-10-09,45344.060000000000000000,71,282829.480000000000000000,1277381.790000000000000000,40404.21,42579.39
2025-10-10,53846.580000000000000000,75,293609.060000000000000000,1277712.020000000000000000,41944.15,42590.40
2025-10-11,48792.570000000000000000,73,309268.080000000000000000,1279318.220000000000000000,44181.15,42643.94
2025-10-12,37999.170000000000000000,66,306502.120000000000000000,1277809.090000000000000000,43786.02,42593.64
2025-10-13,33109.190000000000000000,56,300006.550000000000000000,1267091.580000000000000000,42858.08,42236.39
2025-10-14,50197.480000000000000000,77,314140.440000000000000000,1283671.850000000000000000,44877.21,42789.06
2025-10-15,41351.910000000000000000,69,310640.960000000000000000,1280869.520000000000000000,44377.28,42695.65
2025-10-16,43593.680000000000000000,71,308890.580000000000000000,1291628.700000000000000000,44127.23,43054.29
2025-10-17,55647.690000000000000000,74,310691.690000000000000000,1301379.510000000000000000,44384.53,43379.32
2025-10-18,52927.760000000000000000,80,314826.880000000000000000,1307562.310000000000000000,44975.27,43585.41
2025-10-19,39891.720000000000000000,60,316719.430000000000000000,1306934.090000000000000000,45245.63,43564.47
2025-10-20,42106.070000000000000000,76,325716.310000000000000000,1309001.260000000000000000,46530.90,43633.38
2025-10-21,39780.940000000000000000,63,315299.770000000000000000,1314558.880000000000000000,45042.82,43818.63
2025-10-22,42055.950000000000000000,77,316003.810000000000000000,1318099.290000000000000000,45143.40,43936.64
2025-10-23,42999.230000000000000000,75,315409.360000000000000000,1319886.190000000000000000,45058.48,43996.21
2025-10-24,34317.790000000000000000,55,294079.460000000000000000,1297520.920000000000000000,42011.35,43250.70
2025-10-25,53026.560000000000000000,87,294178.260000000000000000,1309612.840000000000000000,42025.47,43653.76
2025-10-26,38446.080000000000000000,58,292732.620000000000000000,1308661.800000000000000000,41818.95,43622.06
2025-10-27,38197.430000000000000000,67,288823.980000000000000000,1293076.220000000000000000,41260.57,43102.54
2025-10-28,46552.390000000000000000,71,295595.430000000000000000,1297683.340000000000000000,42227.92,43256.11
2025-10-29,46642.230000000000000000,73,300181.710000000000000000,1291242.010000000000000000,42883.10,43041.40
2025-10-30,34529.240000000000000000,69,291711.720000000000000000,1290097.050000000000000000,41673.10,43003.24
2025-10-31,30129.000000000000000000,47,287522.930000000000000000,1271039.380000000000000000,41074.70,42367.98
2025-11-01,49318.300000000000000000,75,283814.670000000000000000,1278288.440000000000000000,40544.95,42609.61
2025-11-02,39495.380000000000000000,70,284863.970000000000000000,1274716.820000000000000000,40694.85,42490.56
2025-11-03,38210.210000000000000000,68,284876.750000000000000000,1279793.480000000000000000,40696.68,42659.78
2025-11-04,50968.910000000000000000,72,289293.270000000000000000,1289997.260000000000000000,41327.61,42999.91
2025-11-05,44440.550000000000000000,66,287091.590000000000000000,1294833.050000000000000000,41013.08,43161.10
2025-11-06,31468.190000000000000000,55,284030.540000000000000000,1290237.650000000000000000,40575.79,43007.92
2025-11-07,42477.890000000000000000,64,296379.430000000000000000,1287864.150000000000000000,42339.92,42928.81
2025-11-08,55110.180000000000000000,76,302171.310000000000000000,1297630.270000000000000000,43167.33,43254.34
2025-11-09,32475.840000000000000000,56,295151.770000000000000000,1276259.530000000000000000,42164.54,42541.98
2025-11-10,48409.080000000000000000,85,305350.640000000000000000,1275876.040000000000000000,43621.52,42529.20
2025-11-11,34143.290000000000000000,56,288525.020000000000000000,1272020.160000000000000000,41217.86,42400.67
2025-11-12,42796.710000000000000000,64,286881.180000000000000000,1281707.680000000000000000,40983.03,42723.59
2025-11-13,25000.880000000000000000,41,280413.870000000000000000,1256511.080000000000000000,40059.12,41883.70
2025-11-14,42783.890000000000000000,66,280719.870000000000000000,1257943.060000000000000000,40102.84,41931.44
2025-11-15,43487.900000000000000000,69,269097.590000000000000000,1257837.280000000000000000,38442.51,41927.91
2025-11-16,39767.910000000000000000,64,276389.660000000000000000,1241957.500000000000000000,39484.24,41398.58
2025-11-17,40074.460000000000000000,59,268055.040000000000000000,1229104.200000000000000000,38293.58,40970.14
2025-11-18,41991.030000000000000000,66,275902.780000000000000000,1231203.510000000000000000,39414.68,41040.12
2025-11-19,36291.570000000000000000,58,269397.640000000000000000,1225389.010000000000000000,38485.38,40846.30
2025-11-20,44167.470000000000000000,76,288564.230000000000000000,1229775.540000000000000000,41223.46,40992.52
2025-11-21,48973.190000000000000000,82,294753.530000000000000000,1236692.780000000000000000,42107.65,41223.09
2025-11-22,46218.400000000000000000,75,297484.030000000000000000,1239911.950000000000000000,42497.72,41330.40
2025-11-23,45093.560000000000000000,73,302809.680000000000000000,1250687.720000000000000000,43258.53,41689.59
2025-11-24,38967.130000000000000000,66,301702.350000000000000000,1236628.290000000000000000,43100.34,41220.94
2025-11-25,39383.890000000000000000,74,299095.210000000000000000,1237566.100000000000000000,42727.89,41252.20
2025-11-26,25703.980000000000000000,62,288507.620000000000000000,1225072.650000000000000000,41215.37,40835.76
2025-11-27,39982.550000000000000000,70,284322.700000000000000000,1218502.810000000000000000,40617.53,40616.76
2025-11-28,44178.880000000000000000,75,279528.390000000000000000,1216039.460000000000000000,39932.63,40534.65
2025-11-29,29424.440000000000000000,60,262734.430000000000000000,1210934.660000000000000000,37533.49,40364.49
2025-11-30,40697.390000000000000000,67,258338.260000000000000000,1221503.050000000000000000,36905.47,40716.77
2025-12-01,40874.220000000000000000,70,260245.350000000000000000,1213058.970000000000000000,37177.91,40435.30
2025-12-02,37006.840000000000000000,61,257868.300000000000000000,1210570.430000000000000000,36838.33,40352.35
2025-12-03,46021.440000000000000000,69,278185.760000000000000000,1218381.660000000000000000,39740.82,40612.72
2025-12-04,37425.650000000000000000,65,275628.860000000000000000,1204838.400000000000000000,39375.55,40161.28
2025-12-05,33768.270000000000000000,61,265218.250000000000000000,1194166.120000000000000000,37888.32,39805.54
2025-12-06,44828.640000000000000000,69,280622.450000000000000000,1207526.570000000000000000,40088.92,40250.89
2025-12-07,46101.750000000000000000,77,286026.810000000000000000,1211150.430000000000000000,40860.97,40371.68
2025-12-08,34784.000000000000000000,64,279936.590000000000000000,1190824.250000000000000000,39990.94,39694.14
2025-12-09,38475.420000000000000000,66,281405.170000000000000000,1196823.830000000000000000,40200.74,39894.13
2025-12-10,38403.130000000000000000,65,273786.860000000000000000,1186817.880000000000000000,39112.41,39560.60
2025-12-11,40323.840000000000000000,63,276685.050000000000000000,1192998.430000000000000000,39526.44,39766.61
2025-12-12,45863.070000000000000000,72,288779.850000000000000000,1196064.790000000000000000,41254.26,39868.83
2025-12-13,31219.410000000000000000,55,275170.620000000000000000,1202283.320000000000000000,39310.09,40076.11
2025-12-14,33661.460000000000000000,60,262730.330000000000000000,1193160.890000000000000000,37532.90,39772.03
2025-12-15,50415.490000000000000000,69,278361.820000000000000000,1200088.480000000000000000,39765.97,40002.95
2025-12-16,32843.930000000000000000,50,272730.330000000000000000,1193164.500000000000000000,38961.48,39772.15
2025-12-17,35472.440000000000000000,62,269799.640000000000000000,1188562.480000000000000000,38542.81,39618.75
2025-12-18,33679.730000000000000000,58,263155.530000000000000000,1180251.180000000000000000,37593.65,39341.71
2025-12-19,40924.920000000000000000,66,258217.380000000000000000,1184884.530000000000000000,36888.20,39496.15
2025-12-20,58922.450000000000000000,86,285920.420000000000000000,1199639.510000000000000000,40845.77,39987.98
2025-12-21,42877.190000000000000000,64,295136.150000000000000000,1193543.510000000000000000,42162.31,39784.78
2025-12-22,37204.980000000000000000,55,281925.640000000000000000,1184530.090000000000000000,40275.09,39484.34
2025-12-23,51948.350000000000000000,72,301030.060000000000000000,1191384.880000000000000000,43004.29,39712.83
2025-12-24,40278.520000000000000000,57,305836.140000000000000000,1192696.270000000000000000,43690.88,39756.54
2025-12-25,40515.270000000000000000,61,312671.680000000000000000,1193827.650000000000000000,44667.38,39794.26
2025-12-26,31104.930000000000000000,57,302851.690000000000000000,1199228.600000000000000000,43264.53,39974.29
2025-12-27,36928.720000000000000000,55,280857.960000000000000000,1196174.770000000000000000,40122.57,39872.49
2025-12-28,29029.680000000000000000,62,267010.450000000000000000,1181025.570000000000000000,38144.35,39367.52
2025-12-29,48494.890000000000000000,75,278300.360000000000000000,1200096.020000000000000000,39757.19,40003.20
2025-12-30,32878.980000000000000000,54,259230.990000000000000000,1192277.610000000000000000,37033.00,39742.59
2025-12-31,38433.690000000000000000,69,257386.160000000000000000,1189837.080000000000000000,36769.45,39661.24
2026-01-01,53454.860000000000000000,79,270325.750000000000000000,1206285.100000000000000000,38617.96,40209.50
2026-01-02,22865.520000000000000000,41,262086.340000000000000000,1183129.180000000000000000,37440.91,39437.64
2026-01-03,41809.830000000000000000,69,266967.450000000000000000,1187513.360000000000000000,38138.21,39583.78
2026-01-04,43820.210000000000000000,71,281757.980000000000000000,1197565.300000000000000000,40251.14,39918.84
2026-01-05,32030.470000000000000000,61,265293.560000000000000000,1184767.130000000000000000,37899.08,39492.24
2026-01-06,46892.180000000000000000,78,279306.760000000000000000,1185557.560000000000000000,39900.97,39518.59
2026-01-07,34241.300000000000000000,60,275114.370000000000000000,1185014.860000000000000000,39302.05,39500.50
2026-01-08,41088.810000000000000000,69,262748.320000000000000000,1187628.250000000000000000,37535.47,39587.61
2026-01-09,56645.370000000000000000,79,296528.170000000000000000,1205870.490000000000000000,42361.17,40195.68
2026-01-10,36586.250000000000000000,66,291304.590000000000000000,1202132.900000000000000000,41614.94,40071.10
2026-01-11,37232.240000000000000000,64,284716.620000000000000000,1193502.070000000000000000,40673.80,39783.40
2026-01-12,40969.890000000000000000,67,293656.040000000000000000,1203252.550000000000000000,41950.86,40108.42
2026-01-13,39102.570000000000000000,62,285866.430000000000000000,1208693.660000000000000000,40838.06,40289.79
2026-01-14,49353.960000000000000000,77,300979.090000000000000000,1207632.130000000000000000,42997.01,40254.40
2026-01-15,50800.790000000000000000,71,310691.070000000000000000,1225588.990000000000000000,44384.44,40852.97
2026-01-16,38881.710000000000000000,66,292927.410000000000000000,1228998.260000000000000000,41846.77,40966.61
2026-01-17,34491.390000000000000000,60,290832.550000000000000000,1229809.920000000000000000,41547.51,40993.66
2026-01-18,49742.170000000000000000,72,303342.480000000000000000,1238627.170000000000000000,43334.64,41287.57
2026-01-19,36122.100000000000000000,66,298494.690000000000000000,1215826.820000000000000000,42642.10,40527.56
2026-01-20,41142.070000000000000000,72,300534.190000000000000000,1214091.700000000000000000,42933.46,40469.72
2026-01-21,49896.720000000000000000,74,301076.950000000000000000,1226783.440000000000000000,43010.99,40892.78
2026-01-22,46088.410000000000000000,66,296364.570000000000000000,1220923.500000000000000000,42337.80,40697.45
2026-01-23,52544.040000000000000000,83,310026.900000000000000000,1233189.020000000000000000,44289.56,41106.30
2026-01-24,34600.400000000000000000,50,310135.910000000000000000,1227274.150000000000000000,44305.13,40909.14
2026-01-25,40837.000000000000000000,67,301230.740000000000000000,1237006.220000000000000000,43032.96,41233.54
2026-01-26,41508.470000000000000000,73,306617.110000000000000000,1241585.970000000000000000,43802.44,41386.20
2026-01-27,41413.960000000000000000,63,306889.000000000000000000,1253970.250000000000000000,43841.29,41799.01
2026-01-28,35028.150000000000000000,58,292020.430000000000000000,1240503.510000000000000000,41717.20,41350.12
2026-01-29,31477.680000000000000000,48,277409.700000000000000000,1239102.210000000000000000,39629.96,41303.41
2026-01-30,40532.680000000000000000,63,265398.340000000000000000,1241201.200000000000000000,37914.05,41373.37
2026-01-31,43277.690000000000000000,72,274075.630000000000000000,1231024.030000000000000000,39153.66,41034.13
2026-02-01,43080.010000000000000000,64,276318.640000000000000000,1251238.520000000000000000,39474.09,41707.95
2026-02-02,38640.650000000000000000,57,273450.820000000000000000,1248069.340000000000000000,39064.40,41602.31
2026-02-03,47527.240000000000000000,76,279564.100000000000000000,1251776.370000000000000000,39937.73,41725.88
2026-02-04,36988.750000000000000000,62,281524.700000000000000000,1256734.650000000000000000,40217.81,41891.16
2026-02-05,31179.940000000000000000,48,281226.960000000000000000,1241022.410000000000000000,40175.28,41367.41
2026-02-06,41242.630000000000000000,71,281936.910000000000000000,1248023.740000000000000000,40276.70,41600.79
2026-02-07,41962.010000000000000000,59,280621.230000000000000000,1248896.940000000000000000,40088.75,41629.90
2026-02-08,33937.180000000000000000,57,271478.400000000000000000,1226188.750000000000000000,38782.63,40872.96
2026-02-09,28069.200000000000000000,52,260906.950000000000000000,1217671.700000000000000000,37272.42,40589.06
2026-02-10,38924.880000000000000000,62,252304.590000000000000000,1219364.340000000000000000,36043.51,40645.48
2026-02-11,37679.410000000000000000,71,252995.250000000000000000,1216073.860000000000000000,36142.18,40535.80
2026-02-12,45075.310000000000000000,74,266890.620000000000000000,1222046.600000000000000000,38127.23,40734.89
2026-02-13,42945.790000000000000000,69,268593.780000000000000000,1215638.430000000000000000,38370.54,40521.28
2026-02-14,40554.430000000000000000,59,267186.200000000000000000,1205392.070000000000000000,38169.46,40179.74
2026-02-15,34127.690000000000000000,61,267376.710000000000000000,1200638.050000000000000000,38196.67,40021.27
2026-02-16,51554.780000000000000000,74,290862.290000000000000000,1217701.440000000000000000,41551.76,40590.05
2026-02-17,38413.810000000000000000,71,290351.220000000000000000,1206373.080000000000000000,41478.75,40212.44
2026-02-18,35749.650000000000000000,62,288421.460000000000000000,1206000.630000000000000000,41203.07,40200.02
2026-02-19,49644.990000000000000000,80,292991.140000000000000000,1214503.550000000000000000,41855.88,40483.45
2026-02-20,36357.230000000000000000,56,286402.580000000000000000,1200964.060000000000000000,40914.65,40032.14
2026-02-21,40605.000000000000000000,70,286453.150000000000000000,1195480.650000000000000000,40921.88,39849.36
2026-02-22,39144.120000000000000000,72,291469.580000000000000000,1182080.730000000000000000,41638.51,39402.69
2026-02-23,51492.170000000000000000,77,291406.970000000000000000,1198972.500000000000000000,41629.57,39965.75
2026-02-24,30567.460000000000000000,58,283560.620000000000000000,1188702.960000000000000000,40508.66,39623.43
2026-02-25,49072.510000000000000000,69,296883.480000000000000000,1196267.000000000000000000,42411.93,39875.57
2026-02-26,36201.140000000000000000,63,283439.630000000000000000,1191054.180000000000000000,40491.38,39701.81
2026-02-27,39286.080000000000000000,56,286368.480000000000000000,1195312.110000000000000000,40909.78,39843.74
2026-02-28,52430.370000000000000000,74,298193.850000000000000000,1216264.800000000000000000,42599.12,40542.16
2026-03-01,40648.770000000000000000,57,299698.500000000000000000,1216380.890000000000000000,42814.07,40546.03
2026-03-02,44935.720000000000000000,70,293142.050000000000000000,1218038.920000000000000000,41877.44,40601.30
2026-03-03,38574.540000000000000000,62,301149.130000000000000000,1213533.450000000000000000,43021.30,40451.12
2026-03-04,38031.560000000000000000,65,290108.180000000000000000,1212924.360000000000000000,41444.03,40430.81
2026-03-05,33871.080000000000000000,65,287778.120000000000000000,1199268.200000000000000000,41111.16,39975.61
2026-03-06,36856.160000000000000000,59,285348.200000000000000000,1199135.610000000000000000,40764.03,39971.19
2026-03-07,38276.800000000000000000,54,271194.630000000000000000,1206232.470000000000000000,38742.09,40207.75
2026-03-08,34017.630000000000000000,62,264563.490000000000000000,1199007.470000000000000000,37794.78,39966.92
2026-03-09,34595.660000000000000000,56,254223.430000000000000000,1191641.120000000000000000,36317.63,39721.37
2026-03-10,35879.870000000000000000,62,251528.760000000000000000,1193583.810000000000000000,35932.68,39786.13
2026-03-11,53418.380000000000000000,77,266915.580000000000000000,1218932.990000000000000000,38130.80,40631.10
2026-03-12,42938.620000000000000000,59,275983.120000000000000000,1222946.730000000000000000,39426.16,40764.89
2026-03-13,29555.420000000000000000,53,268682.380000000000000000,1214822.740000000000000000,38383.20,40494.09
2026-03-14,46402.830000000000000000,69,276808.410000000000000000,1216150.260000000000000000,39544.06,40538.34
2026-03-15,32229.800000000000000000,62,275020.580000000000000000,1205434.270000000000000000,39288.65,40181.14
2026-03-16,37789.150000000000000000,63,278214.070000000000000000,1202668.990000000000000000,39744.87,40088.97
2026-03-17,37580.090000000000000000,54,279914.290000000000000000,1206121.390000000000000000,39987.76,40204.05
2026-03-18,40831.970000000000000000,64,267327.880000000000000000,1195398.580000000000000000,38189.70,39846.62
2026-03-19,45533.060000000000000000,74,269922.320000000000000000,1202517.830000000000000000,38560.33,40083.93
2026-03-20,38138.510000000000000000,58,278505.410000000000000000,1204906.690000000000000000,39786.49,40163.56
2026-03-21,50209.730000000000000000,68,282312.310000000000000000,1205471.430000000000000000,40330.33,40182.38
2026-03-22,39238.850000000000000000,63,289321.360000000000000000,1208353.050000000000000000,41331.62,40278.44
2026-03-23,44047.440000000000000000,78,295579.650000000000000000,1211795.490000000000000000,42225.66,40393.18
2026-03-24,34675.370000000000000000,57,292674.930000000000000000,1207326.740000000000000000,41810.70,40244.22
2026-03-25,46895.950000000000000000,77,298738.910000000000000000,1202730.520000000000000000,42676.99,40091.02
2026-03-26,43108.720000000000000000,61,296314.570000000000000000,1215271.780000000000000000,42330.65,40509.06
2026-03-27,42908.750000000000000000,60,301084.810000000000000000,1209108.020000000000000000,43012.12,40303.60
2026-03-28,39621.390000000000000000,59,290496.470000000000000000,1212528.270000000000000000,41499.50,40417.61
2026-03-29,43271.890000000000000000,71,294529.510000000000000000,1216514.080000000000000000,42075.64,40550.47
2026-03-30,37772.250000000000000000,54,288254.320000000000000000,1201855.960000000000000000,41179.19,40061.87
2026-03-31,41600.050000000000000000,67,295179.000000000000000000,1202807.240000000000000000,42168.43,40093.57
2026-04-01,43876.800000000000000000,77,292159.850000000000000000,1201748.320000000000000000,41737.12,40058.28
2026-04-02,36582.650000000000000000,57,285633.780000000000000000,1199756.430000000000000000,40804.83,39991.88
2026-04-03,35262.460000000000000000,50,277987.490000000000000000,1196987.330000000000000000,39712.50,39899.58
2026-04-04,40262.360000000000000000,63,278628.460000000000000000,1203378.610000000000000000,39804.07,40112.62
2026-04-05,40029.470000000000000000,65,275386.040000000000000000,1206551.920000000000000000,39340.86,40218.40
2026-04-06,51174.940000000000000000,78,288788.730000000000000000,1219450.060000000000000000,41255.53,40648.34
2026-04-07,42205.810000000000000000,67,289394.490000000000000000,1227638.240000000000000000,41342.07,40921.27
2026-04-08,37919.910000000000000000,70,283437.600000000000000000,1230962.490000000000000000,40491.09,41032.08
2026-04-09,41196.990000000000000000,66,288051.940000000000000000,1236279.610000000000000000,41150.28,41209.32
2026-04-10,44490.830000000000000000,68,297280.310000000000000000,1227352.060000000000000000,42468.62,40911.74
2026-04-11,49242.210000000000000000,68,306260.160000000000000000,1233655.650000000000000000,43751.45,41121.86
2026-04-12,44105.630000000000000000,78,310336.320000000000000000,1248205.860000000000000000,44333.76,41606.86
